"Statistic Label","Census Year","Towns 2022","Means of Travel","UNIT","VALUE"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Car Driver","Number","6"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Car passenger","Number","101"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Work mainly at or from home","Number","2"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Not stated","Number","20"
"Usually resident by means of travel to school, college or childcare","2022","Castletownbere, Co Cork","Total","Number","204"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","On Foot","Number","7"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Bicycle","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Bus, minibus or coach","Number","30"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Train, DART or LUAS","Number","2"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Car Driver","Number","10"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Car passenger","Number","122"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Work mainly at or from home","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Not stated","Number","15"
"Usually resident by means of travel to school, college or childcare","2022","Rathmore, Co Kerry","Total","Number","187"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","On Foot","Number","6"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Bicycle","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Bus, minibus or coach","Number","8"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Car Driver","Number","3"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Car passenger","Number","10"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Work mainly at or from home","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Not stated","Number","4"
"Usually resident by means of travel to school, college or childcare","2022","Brosna, Co Kerry","Total","Number","32"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","On Foot","Number","13"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Bicycle","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Bus, minibus or coach","Number","25"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Train, DART or LUAS","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Car Driver","Number","3"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Car passenger","Number","36"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Work mainly at or from home","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Not stated","Number","3"
"Usually resident by means of travel to school, college or childcare","2022","Gneevgullia, Co Kerry","Total","Number","82"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","On Foot","Number","12"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Bicycle","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Bus, minibus or coach","Number","19"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Car Driver","Number","3"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Car passenger","Number","38"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Work mainly at or from home","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Not stated","Number","4"
"Usually resident by means of travel to school, college or childcare","2022","Newtownsandes, Co Kerry","Total","Number","76"
"Usually resident by means of travel to school, college or childcare","2022","Tarbert, Co Kerry","On Foot","Number","52"
"Usually resident by means of travel to school, college or childcare","2022","Tarbert, Co Kerry","Bicycle","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Tarbert, Co Kerry","Bus, minibus or coach","Number","5"
"Usually resident by means of travel to school, college or childcare","2022","Tarbert, Co Kerry","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Tarbert, Co Kerry","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Tarbert, Co Kerry","Car Driver","Number","5"
"Usually resident by means of travel to school, college or childcare","2022","Tarbert, Co Kerry","Car passenger","Number","39"
